Temporada,home_team_api_id,away_team_api_id,B365H,B365A,date,home_team_goal,away_team_goal,odd_team_win,Team_win
2008/2009,9885,8533,1.33,10,2009-04-05 00:00:00,3,3,1.33,0
2008/2009,10233,9885,3.25,2.38,2009-04-11 00:00:00,3,2,2.38,0
2008/2009,9885,8636,2.55,2.88,2009-04-18 00:00:00,1,1,2.55,0
2008/2009,8690,9885,4.5,1.8,2009-04-26 00:00:00,2,2,1.8,0
2008/2009,9885,9888,1.36,9,2009-05-03 00:00:00,2,2,1.36,0
2008/2009,8564,9885,1.83,4.33,2009-05-10 00:00:00,1,1,4.33,0
2008/2009,9885,8524,1.25,12,2009-05-17 00:00:00,2,2,1.25,0
2008/2009,8551,9885,8.5,1.4,2009-05-24 00:00:00,0,3,1.4,1
2008/2009,9885,8543,1.36,8,2009-05-31 00:00:00,2,0,1.36,1
2008/2009,9885,8530,1.25,13,2008-09-24 00:00:00,1,1,1.25,0
2008/2009,9882,9885,3.4,2.3,2008-09-27 00:00:00,0,0,2.3,0
2008/2009,9885,8540,1.53,7,2008-10-05 00:00:00,1,2,1.53,0
2008/2009,9875,9885,2.5,3.1,2008-10-18 00:00:00,2,1,3.1,0
2008/2009,9885,9804,1.57,7,2008-10-25 00:00:00,1,0,1.57,1
2008/2009,9857,9885,4.75,1.83,2008-10-29 00:00:00,1,2,1.83,1
2008/2009,8525,8593,5.5,1.57,2008-08-30 00:00:00,2,1,1.57,0
2008/2009,9908,8640,4.33,1.8,2008-08-30 00:00:00,1,5,1.8,1
2008/2009,8464,8640,3.4,2.1,2008-11-08 00:00:00,1,0,2.1,0
2008/2009,8593,8614,1.17,13,2008-11-09 00:00:00,5,2,1.17,1
2008/2009,8593,8640,2.2,3,2008-11-16 00:00:00,4,1,2.2,1
2008/2009,8640,9791,1.25,12,2008-11-22 00:00:00,4,0,1.25,1
2008/2009,10229,8593,2.3,2.75,2008-11-23 00:00:00,2,0,2.75,0
2008/2009,10228,8640,2.62,2.5,2008-11-29 00:00:00,2,2,2.5,0
2008/2009,8593,9908,1.33,8,2008-11-30 00:00:00,1,1,1.33,0
2008/2009,8640,8674,1.5,6,2008-12-06 00:00:00,4,2,1.5,1
2008/2009,6601,8593,7.5,1.36,2008-12-07 00:00:00,1,2,1.36,1
2008/2009,8593,9761,1.33,8.5,2008-12-12 00:00:00,3,0,1.33,1
2008/2009,8277,8640,4.5,1.73,2008-12-14 00:00:00,1,1,1.73,0
2008/2009,8526,8593,8.5,1.36,2008-12-21 00:00:00,0,6,1.36,1
2008/2009,8640,10235,1.53,5.75,2008-12-21 00:00:00,1,0,1.53,1
2008/2009,8640,8611,1.9,3.6,2008-12-27 00:00:00,0,0,1.9,0
2008/2009,8593,10217,1.2,11,2008-12-28 00:00:00,3,0,1.2,1
2008/2009,9803,8640,4.5,1.75,2009-01-18 00:00:00,1,1,1.75,0
2008/2009,8464,8593,3.6,2,2009-01-18 00:00:00,2,4,2.0,1
2008/2009,8640,9761,1.44,7,2009-01-24 00:00:00,2,2,1.44,0
2008/2009,8674,8593,3.5,2,2009-01-25 00:00:00,1,0,2.0,0
2008/2009,8640,8614,1.14,13,2008-09-13 00:00:00,1,0,1.14,1
2008/2009,8593,9803,1.33,8,2008-09-14 00:00:00,1,0,1.33,1
2008/2009,8593,10228,1.5,6.5,2009-01-31 00:00:00,0,1,1.5,0
2008/2009,8526,8640,7,1.44,2009-02-01 00:00:00,0,3,1.44,1
2008/2009,8593,9791,1.17,15,2009-02-03 00:00:00,2,2,1.17,0
2008/2009,8640,10217,1.17,12,2009-02-05 00:00:00,6,0,1.17,1
2008/2009,8277,8593,5,1.61,2009-02-08 00:00:00,4,1,1.61,0
2008/2009,6601,8640,7.5,1.33,2009-02-08 00:00:00,3,5,1.33,1
2008/2009,8640,10229,2.2,3.1,2009-02-14 00:00:00,2,2,2.2,0
2008/2009,8593,10235,1.53,6.5,2009-02-15 00:00:00,2,0,1.53,1
2008/2009,8674,8640,2.9,2.25,2009-02-21 00:00:00,0,1,2.25,1
2008/2009,8593,6601,1.18,12,2009-02-22 00:00:00,2,1,1.18,1
2008/2009,8640,10228,1.66,5.25,2009-02-27 00:00:00,2,3,1.66,0
2008/2009,9908,8593,3.4,2,2009-03-01 00:00:00,0,2,2.0,1
2008/2009,8611,8640,,,2009-03-08 00:00:00,1,1,,0
2008/2009,10217,8593,6.5,1.45,2009-03-08 00:00:00,1,1,1.45,0
2008/2009,10235,8640,3,2.2,2009-03-15 00:00:00,1,0,2.2,0
2008/2009,8593,8526,1.14,13,2009-03-15 00:00:00,3,0,1.14,1
2008/2009,8640,8277,1.33,9,2009-03-21 00:00:00,2,0,1.33,1
2008/2009,9761,8593,3.6,1.9,2009-03-22 00:00:00,0,3,1.9,1
2008/2009,8614,8640,5.75,1.53,2009-04-04 00:00:00,0,2,1.53,1
2008/2009,9803,8593,5.25,1.61,2009-04-05 00:00:00,1,2,1.61,1
2008/2009,10229,8640,3.8,1.95,2008-09-20 00:00:00,1,0,1.95,0
2008/2009,10235,8593,2.88,2.4,2008-09-21 00:00:00,2,2,2.4,0
2008/2009,8640,9908,1.33,11,2009-04-11 00:00:00,2,0,1.33,1
2008/2009,8593,8525,1.2,13,2009-04-12 00:00:00,7,0,1.2,1
2008/2009,8640,8593,2.25,2.88,2009-04-19 00:00:00,6,2,2.25,1
2008/2009,9791,8640,5,1.57,2009-04-25 00:00:00,0,2,1.57,1
2008/2009,8593,10229,1.83,4,2009-04-26 00:00:00,1,1,1.83,0
2008/2009,8614,8593,6,1.45,2009-05-03 00:00:00,4,0,1.45,0
2008/2009,8640,8464,1.25,9,2009-05-03 00:00:00,1,1,1.25,0
2008/2009,8593,8611,1.95,3.5,2009-05-10 00:00:00,1,0,1.95,1
2008/2009,8525,8640,8.5,1.4,2009-05-10 00:00:00,0,3,1.4,1
2008/2009,8640,6601,1.14,17,2008-09-27 00:00:00,1,0,1.14,1
2008/2009,8593,8277,1.22,12,2008-09-28 00:00:00,3,0,1.22,1
2008/2009,8640,8526,1.17,12,2008-10-04 00:00:00,3,0,1.17,1
2008/2009,10228,8593,3.2,2.1,2008-10-05 00:00:00,5,2,2.1,0
2008/2009,9761,8640,3.2,2.1,2008-10-18 00:00:00,2,1,2.1,0
2008/2009,8593,8674,1.57,5.5,2008-10-18 00:00:00,1,0,1.57,1
2008/2009,8640,9803,1.29,11,2008-10-25 00:00:00,2,3,1.29,0
2008/2009,8593,8464,1.44,7.5,2008-10-26 00:00:00,2,0,1.44,1
2008/2009,10217,8640,6,1.55,2008-10-28 00:00:00,0,2,1.55,1
2008/2009,9791,8593,5,1.62,2008-10-29 00:00:00,1,3,1.62,1
2008/2009,8611,8593,2.6,2.62,2008-11-01 00:00:00,0,2,2.62,1
2008/2009,8640,8525,1.25,11,2008-11-01 00:00:00,2,0,1.25,1
2008/2009,9773,9807,1.29,15,2008-08-24 00:00:00,2,0,1.29,1
2008/2009,7841,9772,6,1.62,2008-08-24 00:00:00,1,1,1.62,0
2008/2009,9773,10215,1.25,11,2008-12-01 00:00:00,2,1,1.25,1
2008/2009,9772,10238,1.25,11,2008-12-01 00:00:00,2,2,1.25,0
2008/2009,10212,9772,3.1,2.2,2008-12-07 00:00:00,0,6,2.2,1
2008/2009,10238,9773,4.33,1.73,2008-12-06 00:00:00,0,3,1.73,1
2008/2009,9773,10212,1.36,7.5,2008-12-21 00:00:00,0,0,1.36,0
2008/2009,9772,10214,1.4,7.5,2008-12-22 00:00:00,0,0,1.4,0
2008/2009,10214,9773,4.33,1.75,2009-01-04 00:00:00,2,4,1.75,1
2008/2009,7992,9772,8,1.4,2009-01-04 00:00:00,2,0,1.4,0
2008/2009,9773,7992,1.17,12,2009-01-11 00:00:00,0,0,1.17,0
2008/2009,9772,10264,1.67,5,2009-01-11 00:00:00,1,0,1.67,1
2008/2009,9807,9772,5.5,1.65,2009-01-23 00:00:00,0,0,1.65,0
2008/2009,10264,9773,3,2.2,2009-01-24 00:00:00,0,2,2.2,1
2008/2009,9772,7841,1.2,11,2009-01-31 00:00:00,1,0,1.2,1
2008/2009,9807,9773,5.25,1.57,2009-02-01 00:00:00,1,3,1.57,1
2008/2009,9773,9772,1.95,4,2009-02-08 00:00:00,1,1,1.95,0
2008/2009,9773,7841,1.16,15,2009-02-15 00:00:00,3,1,1.16,1
2008/2009,9772,6403,1.2,13,2009-02-15 00:00:00,3,2,1.2,1
2008/2009,9768,9772,2.25,3.1,2009-02-21 00:00:00,3,2,3.1,0
2008/2009,6403,9773,6,1.57,2009-02-20 00:00:00,0,2,1.57,1
2008/2009,9772,9773,2.5,2.8,2008-08-30 00:00:00,1,1,2.5,0
2008/2009,9773,9768,1.83,4.2,2009-02-28 00:00:00,0,0,1.83,0
2008/2009,9772,6421,1.57,7,2009-02-27 00:00:00,2,1,1.57,1
2008/2009,6421,9773,4.2,1.9,2009-03-07 00:00:00,1,4,1.9,1
2008/2009,9809,9772,5.75,1.6,2009-03-08 00:00:00,1,2,1.6,1
2008/2009,9773,9809,1.2,10,2009-03-15 00:00:00,2,0,1.2,1
2008/2009,9772,7844,1.36,7,2009-03-14 00:00:00,0,1,1.36,0
2008/2009,7844,9773,4,1.8,2009-04-04 00:00:00,1,3,1.8,1
2008/2009,10213,9772,5,1.66,2009-04-05 00:00:00,1,2,1.66,1
2008/2009,9773,10213,1.29,10,2009-04-11 00:00:00,3,0,1.29,1
2008/2009,9772,10215,1.36,9,2009-04-11 00:00:00,0,1,1.36,0
2008/2009,10238,9772,5.5,1.62,2009-04-19 00:00:00,0,4,1.62,1
2008/2009,10215,9773,5.5,1.57,2009-04-19 00:00:00,0,3,1.57,1
2008/2009,9773,10238,1.2,13,2009-04-26 00:00:00,2,0,1.2,1
2008/2009,9772,10212,1.4,7.5,2009-04-26 00:00:00,3,2,1.4,1
2008/2009,10212,9773,5.5,1.57,2009-05-03 00:00:00,0,3,1.57,1
2008/2009,10214,9772,3.75,1.9,2009-05-02 00:00:00,3,1,1.9,0
2008/2009,9773,10214,1.36,8,2009-05-10 00:00:00,1,0,1.36,1
2008/2009,9772,7992,1.22,11,2009-05-09 00:00:00,2,2,1.22,0
2008/2009,10264,9772,2.5,2.75,2009-05-17 00:00:00,1,3,2.75,1
2008/2009,7992,9773,4.5,1.73,2009-05-16 00:00:00,1,4,1.73,1
2008/2009,6403,9772,5.25,1.62,2008-09-22 00:00:00,3,4,1.62,1
2008/2009,7841,9773,5.75,1.53,2008-09-21 00:00:00,0,0,1.53,0
2008/2009,9773,10264,1.5,6.5,2009-05-24 00:00:00,1,1,1.5,0
2008/2009,9772,9807,1.8,4.5,2009-05-23 00:00:00,3,1,1.8,1
2008/2009,9773,6403,1.17,23,2008-09-26 00:00:00,2,0,1.17,1
2008/2009,9772,9768,2.3,3.3,2008-09-27 00:00:00,2,0,2.3,1
2008/2009,9768,9773,2.5,2.7,2008-10-05 00:00:00,1,2,2.7,1
2008/2009,6421,9772,4.5,1.73,2008-10-06 00:00:00,1,1,1.73,0
2008/2009,9773,6421,1.25,13,2008-10-25 00:00:00,2,3,1.25,0
2008/2009,9772,9809,1.25,12,2008-10-26 00:00:00,2,1,1.25,1
2008/2009,7844,9772,3.3,2.2,2008-11-02 00:00:00,1,2,2.2,1
2008/2009,9809,9773,5.5,1.7,2008-11-01 00:00:00,1,0,1.7,0
2008/2009,9773,7844,1.33,9,2008-11-15 00:00:00,2,0,1.33,1
2008/2009,9772,10213,1.2,13,2008-11-16 00:00:00,1,0,1.2,1
2008/2009,10213,9773,6.5,1.5,2008-12-17 00:00:00,2,4,1.5,1
2008/2009,10215,9772,5,1.7,2008-11-23 00:00:00,0,2,1.7,1
2008/2009,8596,8548,6.5,1.5,2008-08-09 00:00:00,0,1,1.5,1
2008/2009,9925,9800,1.17,17,2008-08-10 00:00:00,1,0,1.17,1
2008/2009,9925,10251,1.33,9,2008-10-25 00:00:00,4,2,1.33,1
2008/2009,8429,8548,10,1.33,2008-10-25 00:00:00,1,3,1.33,1
2008/2009,8548,8066,1.22,13,2008-11-01 00:00:00,5,0,1.22,1
2008/2009,9860,9925,5.5,1.67,2008-11-02 00:00:00,0,2,1.67,1
2008/2009,9925,9927,1.29,11,2008-11-08 00:00:00,2,0,1.29,1
2008/2009,8597,8548,7.5,1.44,2008-11-09 00:00:00,0,4,1.44,1
2008/2009,9925,8597,1.2,15,2008-11-12 00:00:00,3,0,1.2,1
2008/2009,9927,8548,6.5,1.53,2008-11-12 00:00:00,0,0,1.53,0
2008/2009,8548,9800,1.17,15,2008-11-15 00:00:00,2,1,1.17,1
2008/2009,8429,9925,11,1.29,2008-11-16 00:00:00,1,2,1.29,1
2008/2009,8548,8485,1.33,9,2008-11-22 00:00:00,2,0,1.33,1
2008/2009,9800,9925,10,1.33,2008-11-22 00:00:00,1,3,1.33,1
2008/2009,9925,8066,1.2,13,2008-11-29 00:00:00,1,0,1.2,1
2008/2009,9860,8548,5.25,1.67,2008-11-29 00:00:00,2,1,1.67,0
2008/2009,8548,8429,1.2,15,2008-12-06 00:00:00,7,1,1.2,1
2008/2009,10251,9925,5.5,1.57,2008-12-07 00:00:00,2,0,1.57,0
2008/2009,9925,9860,1.33,8.5,2008-12-13 00:00:00,1,1,1.33,0
2008/2009,9938,8548,5,1.73,2008-12-13 00:00:00,2,2,1.73,0
2008/2009,8548,10251,1.33,9,2008-12-20 00:00:00,1,0,1.33,1
2008/2009,8596,9925,8,1.4,2008-12-21 00:00:00,0,3,1.4,1
2008/2009,8548,9860,1.44,7.5,2008-08-16 00:00:00,2,0,1.44,1
2008/2009,9938,9925,5.75,1.57,2008-08-17 00:00:00,1,1,1.57,0
2008/2009,8548,9925,2.3,3.1,2008-12-27 00:00:00,0,1,2.3,0
2008/2009,9925,9938,1.36,9,2009-01-03 00:00:00,2,2,1.36,0
2008/2009,8066,8548,9,1.36,2009-01-04 00:00:00,0,3,1.36,1
2008/2009,8548,8596,1.2,16,2009-01-17 00:00:00,3,1,1.2,1
2008/2009,8485,9925,5.5,1.67,2009-01-18 00:00:00,4,2,1.67,0
2008/2009,9925,10251,1.33,9,2009-01-24 00:00:00,3,1,1.33,1
2008/2009,8485,8548,4.2,1.8,2009-01-24 00:00:00,0,0,1.8,0
2008/2009,8548,9938,1.4,8,2009-01-31 00:00:00,2,0,1.4,1
2008/2009,8066,9925,9,1.33,2009-02-01 00:00:00,0,0,1.33,0
2008/2009,9925,8548,2.25,3.2,2009-02-15 00:00:00,0,0,2.25,0
2008/2009,8548,8597,1.2,13,2009-02-21 00:00:00,3,1,1.2,1
2008/2009,9927,9925,6,1.53,2009-02-22 00:00:00,1,1,1.53,0
2008/2009,9925,9800,1.22,15,2009-02-28 00:00:00,7,0,1.22,1
2008/2009,8429,8548,7.5,1.44,2009-02-28 00:00:00,0,1,1.44,1
2008/2009,8548,8066,1.16,15,2009-03-04 00:00:00,0,1,1.16,0
2008/2009,8597,9925,7.5,1.44,2009-03-04 00:00:00,1,2,1.44,1
2008/2009,9925,8596,1.16,17,2009-04-08 00:00:00,4,0,1.16,1
2008/2009,9800,8548,7,1.44,2009-04-08 00:00:00,1,2,1.44,1
2008/2009,9925,8596,1.2,13,2008-08-23 00:00:00,3,0,1.2,1
2008/2009,8485,8548,5,1.73,2008-08-23 00:00:00,1,1,1.73,0
2008/2009,8548,9860,1.4,8,2009-03-21 00:00:00,2,2,1.4,0
2008/2009,9938,9925,5.5,1.66,2009-03-22 00:00:00,2,2,1.66,0
2008/2009,9925,8429,1.2,15,2009-04-04 00:00:00,4,0,1.2,1
2008/2009,8596,8548,7.5,1.44,2009-04-05 00:00:00,0,1,1.44,1
2008/2009,8548,9927,1.33,9,2009-04-11 00:00:00,3,1,1.33,1
2008/2009,9860,9925,4.75,1.73,2009-04-11 00:00:00,1,1,1.73,0
2008/2009,9925,8485,1.3,10,2009-04-18 00:00:00,2,0,1.3,1
2008/2009,10251,8548,6,1.62,2009-04-19 00:00:00,2,3,1.62,1
2008/2009,8485,9925,6,1.61,2009-05-02 00:00:00,1,3,1.61,1
2008/2009,8548,9860,1.4,7,2009-05-03 00:00:00,2,0,1.4,1
2008/2009,8548,9925,2.38,3,2009-05-09 00:00:00,1,0,2.38,1
2008/2009,9925,9938,1.3,10,2009-05-12 00:00:00,2,1,1.3,1
2008/2009,10251,8548,6.5,1.53,2009-05-13 00:00:00,1,1,1.53,0
2008/2009,8548,8485,1.25,12,2009-05-16 00:00:00,2,1,1.25,1
2008/2009,10251,9925,6.5,1.5,2009-05-17 00:00:00,0,0,1.5,0
2008/2009,9925,9860,1.22,11,2009-05-24 00:00:00,0,0,1.22,0
2008/2009,9938,8548,7,1.5,2009-05-24 00:00:00,0,3,1.5,1
2008/2009,9925,8548,2,3.8,2008-08-31 00:00:00,2,4,2.0,0
2008/2009,8548,8597,1.25,12,2008-09-13 00:00:00,2,1,1.25,1
2008/2009,9927,9925,4.75,1.73,2008-09-13 00:00:00,2,4,1.73,1
2008/2009,8597,9925,6,1.62,2008-09-21 00:00:00,1,3,1.62,1
2008/2009,8548,9927,1.29,10.5,2008-09-21 00:00:00,2,1,1.29,1
2008/2009,9925,8485,1.33,11,2008-09-27 00:00:00,3,2,1.33,1
2008/2009,10251,8548,5,1.73,2008-09-28 00:00:00,0,3,1.73,1
2008/2009,9925,8429,1.2,15,2008-10-04 00:00:00,4,0,1.2,1
2008/2009,9800,8548,8.5,1.33,2008-10-05 00:00:00,1,0,1.33,0
2008/2009,8548,9938,1.29,11,2008-11-04 00:00:00,3,3,1.29,0
2008/2009,8066,9925,6.5,1.53,2008-10-18 00:00:00,1,2,1.53,1
2008/2009,9783,8633,3.5,2.1,2008-08-31 00:00:00,2,1,2.1,0
2008/2009,8388,8634,7,1.5,2008-08-31 00:00:00,1,0,1.5,0
2008/2009,8633,9864,1.22,13,2008-11-08 00:00:00,4,3,1.22,1
2008/2009,8634,10281,1.17,18,2008-11-08 00:00:00,6,0,1.17,1
2008/2009,10281,8633,4.2,1.91,2008-11-15 00:00:00,1,0,1.91,0
2008/2009,8479,8634,9,1.33,2008-11-16 00:00:00,0,2,1.33,1
2008/2009,8634,8305,1.18,15,2008-11-23 00:00:00,1,1,1.18,0
2008/2009,8633,8479,1.3,9,2008-11-22 00:00:00,1,0,1.3,1
2008/2009,8302,8634,3.4,2.1,2008-11-29 00:00:00,0,3,2.1,1
2008/2009,8305,8633,3.5,2.1,2008-11-29 00:00:00,3,1,2.1,0
2008/2009,8634,10267,1.53,6,2008-12-06 00:00:00,4,0,1.53,1
2008/2009,8633,8302,2.1,3.4,2008-12-07 00:00:00,3,4,2.1,0
2008/2009,8634,8633,1.57,6,2008-12-13 00:00:00,2,0,1.57,1
2008/2009,10205,8634,4.2,1.8,2008-12-21 00:00:00,1,2,1.8,1
2008/2009,8633,10267,1.9,4,2008-12-20 00:00:00,1,0,1.9,1
2008/2009,8634,8661,1.18,15,2009-01-03 00:00:00,3,1,1.18,1
2008/2009,8633,10205,1.75,4.5,2009-01-04 00:00:00,1,0,1.75,1
2008/2009,8371,8634,8,1.4,2009-01-11 00:00:00,2,3,1.4,1
2008/2009,8661,8633,4.75,1.75,2009-01-11 00:00:00,0,3,1.75,1
2008/2009,8634,9783,1.25,12,2009-01-17 00:00:00,5,0,1.25,1
2008/2009,8633,8371,1.25,12,2009-01-18 00:00:00,3,1,1.25,1
2008/2009,8633,8388,1.25,12,2008-09-14 00:00:00,4,3,1.25,1
2008/2009,8634,8696,1.29,12,2008-09-13 00:00:00,1,1,1.29,0
2008/2009,8634,8388,1.14,18,2009-01-24 00:00:00,4,1,1.14,1
2008/2009,8633,9783,1.4,7.5,2009-01-25 00:00:00,1,0,1.4,1
2008/2009,8696,8634,7.5,1.5,2009-02-01 00:00:00,1,2,1.5,1
2008/2009,8388,8633,6.5,1.57,2009-01-31 00:00:00,0,2,1.57,1
2008/2009,8633,8696,1.4,8.5,2009-02-07 00:00:00,1,0,1.4,1
2008/2009,8634,9869,1.16,17,2009-02-08 00:00:00,3,1,1.16,1
2008/2009,8603,8634,6.5,1.53,2009-02-14 00:00:00,2,2,1.53,0
2008/2009,9869,8633,5.5,1.62,2009-02-15 00:00:00,0,4,1.62,1
2008/2009,8634,8558,1.22,13,2009-02-21 00:00:00,1,2,1.22,0
2008/2009,8633,8603,1.44,7,2009-02-21 00:00:00,6,1,1.44,1
2008/2009,9906,8634,3.75,1.9,2009-03-01 00:00:00,4,3,1.9,0
2008/2009,8558,8633,4.5,1.8,2009-02-28 00:00:00,0,2,1.8,1
2008/2009,8633,9906,1.72,4.75,2009-03-07 00:00:00,1,1,1.72,0
2008/2009,8634,8315,1.28,9.5,2009-03-07 00:00:00,2,0,1.28,1
2008/2009,9865,8634,5.75,1.6,2009-03-15 00:00:00,0,2,1.6,1
2008/2009,8315,8633,3.75,2,2009-03-14 00:00:00,2,5,2.0,1
2008/2009,8634,9864,1.22,13,2009-03-22 00:00:00,6,0,1.22,1
2008/2009,8633,9865,1.3,9.5,2009-03-22 00:00:00,3,0,1.3,1
2008/2009,9864,8633,4.75,1.72,2009-04-04 00:00:00,0,1,1.72,1
2008/2009,10281,8634,6,1.53,2009-04-04 00:00:00,0,1,1.53,1
2008/2009,9869,8634,7.5,1.5,2008-09-21 00:00:00,1,6,1.5,1
2008/2009,8696,8633,3.4,2.1,2008-09-21 00:00:00,0,2,2.1,1
2008/2009,8633,10281,1.29,10,2009-04-12 00:00:00,2,0,1.29,1
2008/2009,8634,8479,1.14,17,2009-04-11 00:00:00,2,0,1.14,1
2008/2009,8305,8634,7,1.44,2009-04-18 00:00:00,0,1,1.44,1
2008/2009,8479,8633,6,1.57,2009-04-18 00:00:00,0,1,1.57,1
2008/2009,8633,8305,1.25,12,2009-04-21 00:00:00,3,2,1.25,1
2008/2009,8634,8302,1.36,8,2009-04-22 00:00:00,4,0,1.36,1
2008/2009,8302,8633,2.62,2.6,2009-04-26 00:00:00,2,4,2.6,1
2008/2009,10267,8634,4,1.9,2009-04-25 00:00:00,2,2,1.9,0
2008/2009,8633,8634,2.5,2.75,2009-05-02 00:00:00,2,6,2.5,0
2008/2009,8634,10205,1.33,9,2009-05-10 00:00:00,3,3,1.33,0
2008/2009,10267,8633,2.3,3,2009-05-09 00:00:00,3,0,3.0,0
2008/2009,8661,8634,5.25,1.6,2009-05-17 00:00:00,2,1,1.6,0
2008/2009,10205,8633,2.25,3,2009-05-16 00:00:00,3,2,3.0,0
2008/2009,8634,8371,2,3.6,2009-05-23 00:00:00,0,1,2.0,0
2008/2009,8633,8661,1.5,6,2009-05-24 00:00:00,1,3,1.5,0
2008/2009,9783,8634,2,3.4,2009-05-30 00:00:00,1,1,3.4,0
2008/2009,8371,8633,1.7,4.33,2009-05-31 00:00:00,2,1,4.33,0
2008/2009,8633,9869,1.17,17,2008-09-24 00:00:00,7,1,1.17,1
2008/2009,8634,8603,1.2,15,2008-09-24 00:00:00,3,2,1.2,1
2008/2009,8603,8633,4.33,1.8,2008-09-27 00:00:00,1,2,1.8,1
2008/2009,8558,8634,4.5,1.8,2008-09-27 00:00:00,1,2,1.8,1
2008/2009,8634,9906,1.62,6,2008-10-04 00:00:00,6,1,1.62,1
2008/2009,8633,8558,1.33,9,2008-10-05 00:00:00,2,2,1.33,0
2008/2009,9906,8633,2.9,2.4,2008-10-18 00:00:00,1,2,2.4,1
2008/2009,8315,8634,6,1.53,2008-10-19 00:00:00,0,1,1.53,1
2008/2009,8633,8315,1.25,11,2008-10-26 00:00:00,3,2,1.25,1
2008/2009,8634,9865,1.22,13,2008-10-25 00:00:00,5,0,1.22,1
2008/2009,9864,8634,9,1.36,2008-11-01 00:00:00,1,4,1.36,1
2008/2009,9865,8633,5.5,1.67,2008-11-02 00:00:00,1,1,1.67,0
2009/2010,9985,9997,1.22,13,2009-07-31 00:00:00,2,2,1.22,0
2009/2010,9984,9991,2.88,2.25,2009-08-02 00:00:00,1,3,2.25,1
2009/2010,8571,8635,5.75,1.57,2009-08-01 00:00:00,0,2,1.57,1
2009/2010,8342,8635,2.5,2.6,2009-10-04 00:00:00,4,2,2.6,0
2009/2010,9985,9987,1.5,6.5,2009-10-04 00:00:00,1,0,1.5,1
2009/2010,8342,9991,1.7,4.75,2009-10-18 00:00:00,1,0,4.75,0
2009/2010,8635,9986,1.29,9,2009-10-17 00:00:00,2,0,1.29,1
2009/2010,10001,9985,5.5,1.6,2009-10-17 00:00:00,2,0,1.6,0
2009/2010,9985,10000,1.5,7,2009-10-24 00:00:00,1,1,1.5,0
2009/2010,9997,9991,3.25,2.2,2009-10-24 00:00:00,1,2,2.2,1
2009/2010,8203,8635,3.4,2.1,2009-10-25 00:00:00,0,2,2.1,1
2009/2010,8635,9994,1.29,11,2009-10-31 00:00:00,2,0,1.29,1
2009/2010,9991,9993,1.7,5,2009-11-01 00:00:00,0,1,1.7,0
2009/2010,9985,8342,2.2,3.25,2009-11-08 00:00:00,3,1,2.2,1
2009/2010,9987,8635,3.4,2.1,2009-11-08 00:00:00,0,2,2.1,1
2009/2010,9986,9991,3,2.3,2009-11-06 00:00:00,0,2,2.3,1
2009/2010,8635,9999,1.17,15,2009-11-21 00:00:00,3,1,1.17,1
2009/2010,9991,9985,2.9,2.4,2009-11-21 00:00:00,2,1,2.9,1
2009/2010,8635,8571,1.25,11,2009-11-27 00:00:00,1,0,1.25,1
2009/2010,9997,9985,5,1.73,2009-11-29 00:00:00,2,0,1.73,0
2009/2010,9991,9984,1.62,5.75,2009-11-28 00:00:00,3,1,1.62,1
2009/2010,9985,9993,1.95,4,2009-12-05 00:00:00,2,2,1.95,0
2009/2010,9984,8635,5.25,1.67,2009-12-06 00:00:00,1,3,1.67,1
2009/2010,8203,9991,2.9,2.4,2009-12-04 00:00:00,2,5,2.4,1
2009/2010,9985,9999,1.25,12,2009-12-12 00:00:00,0,1,1.25,0
2009/2010,9991,9987,1.8,4.33,2009-12-13 00:00:00,2,1,1.8,1
2009/2010,10001,8635,5,1.7,2009-12-11 00:00:00,0,2,1.7,1
2009/2010,8635,8342,1.73,4.75,2010-02-03 00:00:00,3,2,1.73,1
2009/2010,9986,9985,3.5,2.1,2010-02-04 00:00:00,2,3,2.1,1
2009/2010,9994,9991,3.6,2,2009-12-19 00:00:00,0,1,2.0,1
2009/2010,8635,9984,1.3,10,2009-08-08 00:00:00,3,2,1.3,1
2009/2010,9991,8203,1.44,7.5,2009-08-09 00:00:00,2,1,1.44,1
2009/2010,9993,9985,3.6,2,2009-08-07 00:00:00,1,1,2.0,0
2009/2010,9985,9994,1.5,7,2009-12-26 00:00:00,2,0,1.5,1
2009/2010,9991,8635,3.1,2.3,2009-12-27 00:00:00,2,2,3.1,0
2009/2010,8635,10000,1.4,8,2009-12-30 00:00:00,2,1,1.4,1
2009/2010,9984,9985,3.5,2.1,2009-12-29 00:00:00,2,0,2.1,0
2009/2010,9999,9991,5,1.67,2009-12-30 00:00:00,0,4,1.67,1
2009/2010,9985,8635,3,2.38,2010-01-17 00:00:00,0,4,3.0,0
2009/2010,9991,8571,1.5,7,2010-01-15 00:00:00,2,2,1.5,0
2009/2010,8203,9985,3,2.2,2010-01-24 00:00:00,0,0,2.2,0
2009/2010,10001,9991,3.4,2,2010-01-23 00:00:00,0,0,2.0,0
2009/2010,9985,8571,1.67,5.25,2010-01-31 00:00:00,3,1,1.67,1
2009/2010,9991,10000,1.67,5,2010-01-31 00:00:00,0,2,1.67,0
2009/2010,9993,8635,4.5,1.8,2010-01-29 00:00:00,0,5,1.8,1
2009/2010,8635,9997,1.22,13,2010-02-06 00:00:00,1,2,1.22,0
2009/2010,9987,9985,2.4,2.8,2010-02-07 00:00:00,1,0,2.8,0
2009/2010,9985,10001,1.44,7,2010-02-14 00:00:00,1,0,1.44,1
